# lab: final
# world: lab2_simple.wbt
# use_preloaded_map: True
# control_source: kalman
# grid_cell_m: 0.05
# grid_inflation_m: 0.06
# explore_seconds: 60.0
# waypoint_tolerance_m: 0.04
# heading_kp: 2.5
# Ts_s: 0.032
# fs_Hz: 31.25
# safe_distance_m: 0.15
# ema_alpha: 0.25
# kalman_P0: 0.05
# kalman_Q: 0.0001
# kalman_R: 0.005
# wheel_radius_m: 0.0205
# axle_length_m: 0.0573
# robot_x0_m: -0.325
# robot_y0_m: 0.375
# robot_theta0_rad: -1.5707963267948966
# goal_x_m: 0.375
# goal_y_m: -0.325
# goal_tolerance_m: 0.05
k,time_s,Ts_s,fs_Hz,phase,state,turn_dir,turn_travelled_wheel_rad,turn_target_wheel_rad,backup_remaining,waypoint_idx,waypoints_total,x_m,y_m,theta_rad,dist_to_goal_m,enc_left_rad,enc_right_rad,d_left_rad,d_right_rad,delta_s_m,delta_theta_rad,cmd_left_vel,cmd_right_vel,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,front_left_m,front_right_m,front_raw_m,front_ema_m,front_kalman_m,front_used_m,side_left_m,side_right_m,side_left_raw,side_right_raw
1140,36.480000000000004,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07161422009010839,0.22545904341592607,-0.0003031330776190246,0.6285285116284779,19.79456,24.18428,0.0,0.0,0.0,0.0,0.03724146062027728,0.0467143692958718,69.48158685890701,67.86783133373729,72.23479589805169,69.37144336773746,65.3506743823831,66.5658068108019,66.17896578631905,66.25281465580271,0.1969267493201654,0.19677697717207218,0.19677697717207218,0.19679095704971647,0.1965743233035907,0.1965743233035907,0.1969122306411005,0.19664926483871342,66.5658068108019,72.23479589805169
1141,36.512,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07161422009010839,0.22545904341592607,-0.0003031330776190246,0.6285285116284779,19.79456,24.18428,0.0,0.0,0.0,0.0,0.03724742308022442,0.04672033175581894,69.2825840048871,68.7858917843946,67.52141643696865,67.96421277448516,66.2349968465874,71.24293537169315,66.88480153303684,62.352564652111056,0.19710766912014133,0.19678620826149207,0.19678620826149207,0.19678976985266036,0.19660224433136222,0.19660224433136222,0.19669527399398887,0.19680924818382936,71.24293537169315,68.7858917843946
1142,36.544000000000004,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07161422009010839,0.22545904341592607,-0.0003031330776190246,0.6285285116284779,19.79456,24.18428,0.0,0.0,0.0,0.0,0.037250259599429965,0.046723168275024485,71.07542401660042,69.37285414135637,66.98316137924859,66.1023118368918,64.96013520829722,67.19879912961603,62.262552505596936,70.60104361854677,0.19672504924621,0.196703044296105,0.196703044296105,0.1967680884635215,0.19661552719317002,0.19661552719317002,0.19688286820443676,0.19678202092606012,67.19879912961603,69.37285414135637
1143,36.576,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07167859006845385,0.22545909621558077,0.001943638301089629,0.6284974895171301,19.79456,24.19056,0.0,0.006280000000000285,6.437000000000292e-05,0.0022467713787086537,0.07156581500277902,0.010827118093728123,68.9996032835579,68.85035510580471,66.6932147012224,67.89347055327794,60.58179531754836,60.194848185557085,63.51171410248594,64.6546052622394,0.19700088500980825,0.19679933480862402,0.19679933480862402,0.19677590004979714,0.19658386066661143,0.19658386066661143,0.1970538999805976,0.19680625794186943,63.51171410248594,68.85035510580471
1144,36.608000000000004,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07174296004679932,0.22545914901523548,-0.0003031330776190246,0.6284664724675091,19.80084,24.19056,0.006280000000000285,0.0,6.437000000000292e-05,-0.0022467713787086537,0.035668790315137436,0.045141698990731956,62.69224809882367,68.52483464406069,66.68426514176655,65.3397824922525,68.43593626081187,64.10331604550693,69.16900524576312,70.88789988177122,0.19671174292540614,0.19709191231963466,0.19671174292540614,0.1967598607686994,0.19654482460588732,0.19654482460588732,0.19679147680744752,0.1968213577679757,69.16900524576312,68.52483464406069
1145,36.64,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07174296004679932,0.22545914901523548,-0.0003031330776190246,0.6284664724675091,19.80084,24.19056,0.0,0.0,0.0,0.0,0.03568058027553989,0.04515348895113441,62.74238089906728,65.53798546065319,67.13271761252139,65.4624817690772,71.33521689409713,67.80569969551455,67.73363065271228,65.10396476210013,0.19698004069707056,0.1970895868235296,0.19698004069707056,0.1968149057507922,0.1966021749751108,0.1966021749751108,0.1968547160785772,0.19688593350918482,67.80569969551455,67.13271761252139
1146,36.672000000000004,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07174296004679932,0.22545914901523548,-0.0003031330776190246,0.6284664724675091,19.80084,24.19056,0.0,0.0,0.0,0.0,0.035683995544049905,0.045156904219644425,68.11690836685597,72.89181237083284,68.60195207238758,70.88801577025211,72.81796486949276,67.34311779788085,63.899788280105014,68.91866169022627,0.1968030894235491,0.19684028012946714,0.1968030894235491,0.1968119516689814,0.1966286503698255,0.1966286503698255,0.19687617373496158,0.19661878800037644,67.34311779788085,72.89181237083284
1147,36.704,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07174296004679932,0.22545914901523548,-0.0003031330776190246,0.6284664724675091,19.80084,24.19056,0.0,0.0,0.0,0.0,0.035687915890132774,0.045160824565727294,67.86670676173294,70.78228083652002,66.2837196889632,69.3055432826618,72.89562703586449,68.08356801096402,60.826844591951726,71.17287796238766,0.19669852372733065,0.19685188616095478,0.19669852372733065,0.1967835946835687,0.19663785789439314,0.19663785789439314,0.19684182667917893,0.19671664224635285,68.08356801096402,70.78228083652002
1148,36.736000000000004,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07187170004088439,0.22545910998988367,-0.0003031330776190246,0.6284043268525118,19.80712,24.19684,0.006280000000000285,0.006280000000000285,0.00012874000000000585,0.0,0.03410385337369182,0.04357676204928634,62.49923396864617,66.39900309048404,61.6424522964857,67.1455280967676,68.30354828431501,68.46704328426698,67.68007185317695,69.02509704557693,0.1967981522366554,0.19710086561180598,0.1967981522366554,0.19678723407184037,0.19654720524130612,0.19654720524130612,0.19682403851952865,0.19691996811836135,68.46704328426698,66.39900309048404
1149,36.768,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07187170004088439,0.22545910998988367,-0.0003031330776190246,0.6284043268525118,19.80712,24.19684,0.0,0.0,0.0,0.0,0.03411112081752208,0.0435840294931166,65.03792540646032,62.952035066173075,66.29119921905526,66.57636470430793,69.73671044740894,64.60583786883656,66.02725743625838,68.418526871355,0.19682628903672916,0.19698310404608707,0.19682628903672916,0.19679699781306256,0.1965839813601952,0.1965839813601952,0.19693721217947044,0.19692496878622548,66.02725743625838,66.29119921905526
1150,36.800000000000004,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07187170004088439,0.22545910998988367,-0.0003031330776190246,0.6284043268525118,19.80712,24.19684,0.0,0.0,0.0,0.0,0.034124172424698354,0.043597081100292874,62.83720741116656,66.63046586406666,67.31707284748275,63.93157754248392,68.44895244190582,67.45421350923638,68.07862500986136,60.82567527356656,0.19717849650830624,0.1970851881327828,0.1970851881327828,0.1968690453929926,0.19665002761640565,0.19665002761640565,0.19684205596878085,0.19687738187475057,68.07862500986136,67.31707284748275
1151,36.832,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07187170004088439,0.22545910998988367,-0.0003031330776190246,0.6284043268525118,19.80712,24.19684,0.0,0.0,0.0,0.0,0.03413033402555565,0.04360324270115017,67.11738112273346,67.17914316967642,70.19204721939944,69.64266012105779,64.09665897742119,65.06094223633218,62.019401436692064,65.76928863445917,0.19694917850572577,0.1968866449186232,0.1968866449186232,0.19687344527440023,0.19668120773571132,0.19668120773571132,0.19698203637087328,0.19674402124714702,65.06094223633218,70.19204721939944
1152,36.864000000000004,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07193607001922983,0.22545916278953837,0.001943638301088358,0.6283733249863083,19.80712,24.20312,0.0,0.006279999999996733,6.436999999996651e-05,0.0022467713787073826,0.068447318339934,0.007708621430922827,62.226774376626,64.0646835624488,70.8947461426319,63.12276648446019,67.04586264919934,66.04663782409322,70.2509885953008,67.64252098043379,0.19686228540373965,0.19711350411827175,0.19686228540373965,0.1968706553067351,0.19664918147178093,0.19664918147178093,0.19674128715012032,0.1967114253498291,70.2509885953008,70.8947461426319
1153,36.896,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.0720004399975753,0.22545921558919307,-0.00030313307762029574,0.62834232818483,19.8134,24.20312,0.006280000000000285,0.0,6.437000000000292e-05,-0.0022467713787086537,0.032554890872528525,0.04202779954816277,65.39839255343462,64.53297537793645,69.34135280913758,68.12635053347071,72.81847134297902,61.32887415476546,68.64507298215146,66.97536809036312,0.1968932324372146,0.19696638315792175,0.1968932324372146,0.19687629958935496,0.1966254534806639,0.1966254534806639,0.19681578030600375,0.196783482169498,68.64507298215146,69.34135280913758
1154,36.928,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.0720004399975753,0.22545921558919307,-0.00030313307762029574,0.62834232818483,19.8134,24.20312,0.0,0.0,0.0,0.0,0.032554798037513454,0.0420277067131477,72.82819763575093,68.28247842086171,68.79548622603035,62.24975834894549,71.25615088271832,67.29510004361426,67.16105231903947,66.6903485940901,0.1969064535564265,0.19662173887920104,0.19662173887920104,0.19681265941181647,0.19662496399102938,0.19662496399102938,0.19687840112102376,0.19680880312916366,67.29510004361426,68.79548622603035
1155,36.96,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.0720004399975753,0.22545921558919307,-0.00030313307762029574,0.62834232818483,19.8134,24.20312,0.0,0.0,0.0,0.0,0.032562402675671905,0.04203531135130615,66.19895082464939,65.37555485301607,69.71088268923116,64.88185822770578,67.3560566345484,66.78533646953932,68.44962294119503,66.05265895592561,0.1969360338863218,0.19692924788655192,0.19692924788655192,0.19684180653050032,0.1966650608397225,0.1966650608397225,0.19682484659208324,0.19676634089088038,68.44962294119503,69.71088268923116
1156,36.992,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.0720004399975753,0.22545921558919307,-0.00030313307762029574,0.62834232818483,19.8134,24.20312,0.0,0.0,0.0,0.0,0.03256305655424642,0.042035965229880665,67.64327127701574,62.786580957510296,68.49662580088423,60.61406058903733,63.12024974890359,67.45025945172812,69.91028975494162,71.33023521098207,0.19669122444089684,0.19686225059994314,0.19669122444089684,0.19680416100809944,0.19666850853436882,0.19666850853436882,0.19675709105140654,0.1968226662836504,69.91028975494162,68.49662580088423
1157,37.024,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.0720004399975753,0.22545921558919307,-0.00030313307762029574,0.62834232818483,19.8134,24.20312,0.0,0.0,0.0,0.0,0.032567592592820174,0.04204050126845442,67.90717972737195,68.2331477680423,71.7131022365467,65.49459949248468,73.9393974233079,62.664392771603175,64.49885481413723,67.08117322144406,0.19688832448435684,0.19685000875288072,0.19685000875288072,0.19681562294429475,0.19669242562924805,0.19669242562924805,0.19700810976203953,0.19667346449586334,64.49885481413723,71.7131022365467
1158,37.056,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07206480997592077,0.22545926838884778,0.001943638301088358,0.6283113364488266,19.8134,24.2094,0.0,0.006280000000000285,6.437000000000292e-05,0.0022467713787086537,0.06688323918099312,0.006144542271981947,64.04101014739585,67.34670650812441,62.53762200078899,67.19890030615032,64.84865090543734,70.08363564491941,66.74578332798096,69.4286653732143,0.19677943202614487,0.19702934767382688,0.19677943202614487,0.19680657521475728,0.1966480031735361,0.1966480031735361,0.19674905010436167,0.19687600726646884,70.08363564491941,67.34670650812441
1159,37.088,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07212917995426624,0.22545932118850248,-0.00030313307762029574,0.6282803497790475,19.81968,24.2094,0.006280000000000285,0.0,6.437000000000292e-05,-0.0022467713787086537,0.030989704042573195,0.04046261271820744,61.15256134111388,68.94151149036422,74.2379953620645,71.15670210771624,63.17664692273128,65.67051216237789,62.16024674164989,68.8948092608349,0.19680419585948278,0.19716333333622763,0.19680419585948278,0.19680598037593866,0.19661269770431106,0.19661269770431106,0.19695376042215534,0.19655634298857613,65.67051216237789,74.2379953620645
1160,37.12,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07212917995426624,0.22545932118850248,-0.00030313307762029574,0.6282803497790475,19.81968,24.2094,0.0,0.0,0.0,0.0,0.030993567598287555,0.040466476273921796,68.20344856600484,69.25761652911561,72.10200190228207,68.98820071689175,64.25375170153954,65.47143760327097,63.703654218424,69.54464247534621,0.19677405222892683,0.19683626581358865,0.19677405222892683,0.1967979983391857,0.19663396011107878,0.19663396011107878,0.1969629948377389,0.1966554247164469,65.47143760327097,72.10200190228207
1161,37.152,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07212917995426624,0.22545932118850248,-0.00030313307762029574,0.6282803497790475,19.81968,24.2094,0.0,0.0,0.0,0.0,0.030998594262616017,0.04047150293825026,68.03909155944162,61.1628680949497,68.00670567308771,68.20226816786194,63.72094611637252,65.09251391118484,66.72470091524441,64.86304837685029,0.1969912160176754,0.1968438897958267,0.1968438897958267,0.19680947120334596,0.19666162348376917,0.19666162348376917,0.1969048600649667,0.19684539207082846,66.72470091524441,68.00670567308771
1162,37.184,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07212917995426624,0.22545932118850248,-0.00030313307762029574,0.6282803497790475,19.81968,24.2094,0.0,0.0,0.0,0.0,0.030997991108126375,0.040470899783760624,65.24910118398778,62.808283631152165,61.53162040893224,63.974634877240455,69.41652294696797,68.38642201327094,61.88572415226114,72.51140585277335,0.1966364338105403,0.19697330829468807,0.1966364338105403,0.19676621185514456,0.1966583041279605,0.1966583041279605,0.1968277782757516,0.1970865298120315,68.38642201327094,62.808283631152165
1163,37.216,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07212917995426624,0.22545932118850248,-0.00030313307762029574,0.6282803497790475,19.81968,24.2094,0.0,0.0,0.0,0.0,0.031001563395773635,0.040474472071407884,68.82370052501565,60.04890989954925,69.11858455159854,67.0701994159087,66.18571597375917,69.87781721254507,67.45098269754848,63.76243487828506,0.19704226986648582,0.19680749436041187,0.19680749436041187,0.1967765324814614,0.1966779635915901,0.1966779635915901,0.1967585973460978,0.1967938156580069,69.87781721254507,69.11858455159854
1164,37.248,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07225791994835126,0.22545928216315067,-0.0003031330776190247,0.6282182648996844,19.82596,24.21568,0.006279999999996733,0.006280000000000285,0.00012873999999996944,1.271052023328338e-15,0.029426006473789845,0.038898915149384365,61.894693855981224,68.83519945034114,69.44505324287596,59.89732097830485,66.09081834202813,68.49909226208045,63.40057859245794,66.27222282448727,0.19692584903890317,0.19712890824398527,0.19692584903890317,0.19681386162082184,0.1965988532098417,0.1965988532098417,0.19682255187260858,0.19677867184664394,68.49909226208045,69.44505324287596
1165,37.28,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07225791994835126,0.22545928216315067,-0.0003031330776190247,0.6282182648996844,19.82596,24.21568,0.0,0.0,0.0,0.0,0.029431704285460204,0.03890461296105472,67.95724053589281,64.09549919415953,62.278986139391336,62.53200488106122,69.28162431711422,68.93353637146825,71.27935577981376,65.20071840711154,0.19697555261295138,0.19684768659623547,0.19684768659623547,0.19682231786467524,0.19663164309715034,0.19663164309715034,0.1966935845707606,0.1970268201057397,71.27935577981376,64.09549919415953
1166,37.312,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07225791994835126,0.22545928216315067,-0.0003031330776190247,0.6282182648996844,19.82596,24.21568,0.0,0.0,0.0,0.0,0.02943220647023606,0.03890511514583058,66.56369880922996,66.95539332088659,61.786063597773584,66.94531509876934,67.43888592131457,66.8700975770042,64.9337522499861,72.14189118872032,0.19665357438333575,0.19691232842437653,0.19665357438333575,0.19678013199434036,0.19663453308073725,0.19663453308073725,0.19689811559091044,0.19689415900122842,66.8700975770042,66.95539332088659
1167,37.344,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07225791994835126,0.22545928216315067,-0.0003031330776190247,0.6282182648996844,19.82596,24.21568,0.0,0.0,0.0,0.0,0.02943460787405116,0.03890751654964568,70.29152974541553,63.47822221430132,69.02794790640402,72.65427338157026,71.83926563495459,70.04050392444657,67.49881324179172,68.96339610088441,0.19680101434102343,0.19673940657919217,0.19673940657919217,0.19676995064055333,0.19664835273028605,0.19664835273028605,0.19675105084334843,0.196798019994576,70.04050392444657,69.02794790640402
1168,37.376,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07225791994835126,0.22545928216315067,-0.0003031330776190247,0.6282182648996844,19.82596,24.21568,0.0,0.0,0.0,0.0,0.029441609926136404,0.038914518601730924,63.940949231051164,67.03455348620172,68.54813361296935,69.26752049774862,69.21012402823318,69.60270053299188,63.11165255047245,65.66223067148417,0.19695414457334423,0.1970339891714112,0.19695414457334423,0.19681599912375106,0.19668864828796462,0.19668864828796462,0.19677135910613563,0.19682027700525778,69.60270053299188,68.54813361296935
1169,37.408,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07232228992669673,0.22545933496280537,0.001943638301089629,0.6281872934268192,19.82596,24.22196,0.0,0.006280000000000285,6.437000000000292e-05,0.0022467713787086537,0.06376277840036097,0.0030240814913100713,60.21809260914179,66.49770743296533,66.83223688623886,68.2585824567081,67.3854672392215,68.71101779645174,70.73327262479606,66.64438919246939,0.1969085854622634,0.1972066802744783,0.1969085854622634,0.19683914570837915,0.19666174271483033,0.19666174271483033,0.19671891557648652,0.1968998718241247,70.73327262479606,66.83223688623886
1170,37.44,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.0723866599050422,0.22545938776246008,-0.0003031330776190246,0.6281563270231774,19.83224,24.22196,0.006280000000000285,0.0,6.437000000000292e-05,-0.0022467713787086537,0.027838924828259243,0.03731183350385376,68.64618142973062,64.80234721221109,68.3915839621095,66.4075004203065,67.28569786361673,69.62257624330827,76.98784876955698,69.09270280965485,0.19679501622709122,0.19681572888875765,0.19679501622709122,0.19682811333805716,0.19662341708366782,0.19662341708366782,0.19642878631195904,0.19682753882988263,76.98784876955698,68.3915839621095
1171,37.472,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.0723866599050422,0.22545938776246008,-0.0003031330776190246,0.6281563270231774,19.83224,24.22196,0.0,0.0,0.0,0.0,0.02787534985478246,0.03734825853037698,68.70024798551535,61.609025369401955,66.4712526403013,65.05265007047538,64.43442687082882,64.91151694936586,69.77311609170684,62.73849160445121,0.1970897672351451,0.19681322091864065,0.19681322091864065,0.19682439023320303,0.1966484283831952,0.1966484283831952,0.1967634540875429,0.19691661669881416,69.77311609170684,66.4712526403013
1172,37.504,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.0723866599050422,0.22545938776246008,-0.0003031330776190246,0.6281563270231774,19.83224,24.22196,0.0,0.0,0.0,0.0,0.027878030436130862,0.037350939111725386,69.6084733610744,66.73668773164745,62.95776046883572,65.53890759776586,73.31704615346062,72.3685024035956,64.04753406843449,64.29502602377389,0.19701756471081128,0.196771091323583,0.196771091323583,0.19681106550579802,0.19666459222700475,0.19666459222700475,0.19664306263264572,0.1969043040358855,72.3685024035956,66.73668773164745
1173,37.536,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.0723866599050422,0.22545938776246008,-0.0003031330776190246,0.6281563270231774,19.83224,24.22196,0.0,0.0,0.0,0.0,0.027880996472147146,0.037353905147741666,67.17536720034656,68.9153811441895,68.0244188086797,62.3926631708242,73.32370051352878,65.37167111930573,66.24784903774594,68.9784180135684,0.19680031752378468,0.19688395513474957,0.19680031752378468,0.1968083785102947,0.19668247735588895,0.19668247735588895,0.1969269796588936,0.19680324159731544,66.24784903774594,68.9153811441895
1174,37.568,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.0723866599050422,0.22545938776246008,-0.0003031330776190246,0.6281563270231774,19.83224,24.22196,0.0,0.0,0.0,0.0,0.02787868687886083,0.03735159555445535,68.19891520213484,59.96522743057684,66.650215081703,69.5638824931894,64.10471048543096,73.17032794580699,68.44509036227677,73.79718434458016,0.19657679076526607,0.1968364761014635,0.19657679076526607,0.19675048157403752,0.19666855056155166,0.19666855056155166,0.1966058685767326,0.19690831521837804,73.17032794580699,66.650215081703
1175,37.6,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07245102988338767,0.22545944056211478,0.001943638301089629,0.6281253656895088,19.83224,24.22824,0.0,0.006280000000000285,6.437000000000292e-05,0.0022467713787086537,0.06220219659211,0.0014634996830591022,64.53195848795612,67.11607600226519,66.84510355929591,66.20728714950481,68.64649242193039,66.50490926376675,71.04357866591668,66.14182762398744,0.19693189764439512,0.19700657419123252,0.19693189764439512,0.19679583559162692,0.19664736530605598,0.19664736530605598,0.19670452149743062,0.1968867054588793,71.04357866591668,67.11607600226519
1176,37.632,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07251539986173314,0.2254594933617695,-0.0003031330776190246,0.6280944094265631,19.83852,24.22824,0.006280000000000285,0.0,6.437000000000292e-05,-0.0022467713787086537,0.026314967847151538,0.03578787652274606,65.47590829701657,65.97994725658364,71.19653424054715,63.97499787379371,66.03248059732323,64.3524473899126,70.05534484594051,66.52116009975607,0.19691430165552892,0.1969627874569255,0.19691430165552892,0.1968254521076024,0.19662665302426371,0.19662665302426371,0.1967503624216971,0.196697426390209,70.05534484594051,71.19653424054715
1177,37.664,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07251539986173314,0.2254594933617695,-0.0003031330776190246,0.6280944094265631,19.83852,24.22824,0.0,0.0,0.0,0.0,0.026316512407791,0.035789421083385516,71.12218185048677,67.91057583871142,73.44981970750312,60.47721615190183,68.52975402912028,68.02835634784924,64.04491092472135,67.52443790172504,0.19686776289030086,0.19670087535361513,0.19670087535361513,0.1967943079191056,0.19663643363228617,0.19663643363228617,0.19684438776706756,0.19659290387098985,68.02835634784924,73.44981970750312
1178,37.696,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07251539986173314,0.2254594933617695,-0.0003031330776190246,0.6280944094265631,19.83852,24.22824,0.0,0.0,0.0,0.0,0.02631852433370373,0.03579143300929825,70.42716863378456,67.50981271622956,68.23137089489191,67.56454529968146,71.59557311907939,67.5435003329217,68.45375740883443,69.92758150132045,0.19675628894403055,0.19673311473622582,0.19673311473622582,0.19677900962338565,0.1966491737333996,0.1966491737333996,0.19682465480769568,0.19683497058837174,68.45375740883443,68.23137089489191
1179,37.728,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07251539986173314,0.2254594933617695,-0.0003031330776190246,0.6280944094265631,19.83852,24.22824,0.0,0.0,0.0,0.0,0.026323295181720895,0.03579620385731541,63.860019197968576,70.75276839114179,68.01314194803786,68.26200996371576,64.88574788723456,64.41011118446674,64.37318147731864,67.29443215329736,0.19687843210226405,0.19703774325009424,0.19687843210226405,0.19680386524310525,0.19667938413317182,0.19667938413317182,0.19701222628782994,0.19671801123185623,64.41011118446674,70.75276839114179
1180,37.76,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07251539986173314,0.2254594933617695,-0.0003031330776190246,0.6280944094265631,19.83852,24.22824,0.0,0.0,0.0,0.0,0.026328450231234875,0.035801358906829395,60.902774474196846,68.7391150383189,65.68071892844597,63.36562336503872,70.11300564526927,63.97278078077993,69.34207679123163,66.24514858912855,0.19692710492384416,0.19717492012937077,0.19692710492384416,0.19683467516328998,0.1967120274087703,0.1967120274087703,0.19678344858634425,0.1968114180035936,69.34207679123163,68.7391150383189
1181,37.792,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.0725797698400786,0.2254595461614242,0.001943638301089629,0.6280634582350902,19.83852,24.23452,0.0,0.006280000000000285,6.437000000000292e-05,0.0022467713787086537,0.06064712083702119,-9.157607202972345e-05,65.50032910270798,67.83964920557308,66.05475213324088,71.65708254171456,67.08646317140689,73.49866043421234,62.75784984332163,71.72063288783369,0.19667311517366007,0.19696165465588025,0.19667311517366007,0.1967942851658825,0.19665101209221517,0.19665101209221517,0.19659063830993645,0.19685314127220244,73.49866043421234,67.83964920557308
1182,37.824,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07264413981842407,0.2254595989610789,-0.0003031330776190246,0.6280325121158398,19.8448,24.23452,0.006280000000000285,0.0,6.437000000000292e-05,-0.0022467713787086537,0.024758128594774415,0.034231037270368934,65.47796897057279,62.608705484083536,66.74605082672255,63.56603731900563,77.16495582657345,71.25843574200086,65.19588469033711,70.05406138910253,0.19675042195704848,0.1969626918690408,0.19675042195704848,0.196783319363674,0.19660822409690168,0.19660822409690168,0.19669455498267086,0.19690386971262763,71.25843574200086,66.74605082672255
1183,37.856,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,8,27,0.07264413981842407,0.2254595989610789,-0.0003031330776190246,0.6280325121158398,19.8448,24.23452,0.0,0.0,0.0,0.0,0.02475911838776831,0.034232027063362834,71.94767825920297,68.38149695887529,66.98906488854647,66.83184459316911,71.16999396796314,62.31697863080526,70.4817572493226,72.04015669952393,0.19665829351247327,0.19666258328387487,0.19665829351247327,0.19675206290087383,0.19661482196754113,0.19661482196754113,0.1967305825494699,0.19682800673286469,70.4817572493226,68.38149695887529
