# lab: final
# world: lab2_simple.wbt
# use_preloaded_map: True
# control_source: kalman
# grid_cell_m: 0.05
# grid_inflation_m: 0.06
# explore_seconds: 60.0
# waypoint_tolerance_m: 0.04
# heading_kp: 2.5
# Ts_s: 0.032
# fs_Hz: 31.25
# safe_distance_m: 0.15
# ema_alpha: 0.25
# kalman_P0: 0.05
# kalman_Q: 0.0001
# kalman_R: 0.005
# wheel_radius_m: 0.0205
# axle_length_m: 0.0573
# robot_x0_m: -0.325
# robot_y0_m: 0.375
# robot_theta0_rad: -1.5707963267948966
# goal_x_m: 0.375
# goal_y_m: -0.325
# goal_tolerance_m: 0.05
k,time_s,Ts_s,fs_Hz,phase,state,turn_dir,turn_travelled_wheel_rad,turn_target_wheel_rad,backup_remaining,waypoint_idx,waypoints_total,x_m,y_m,theta_rad,dist_to_goal_m,enc_left_rad,enc_right_rad,d_left_rad,d_right_rad,delta_s_m,delta_theta_rad,cmd_left_vel,cmd_right_vel,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,front_left_m,front_right_m,front_raw_m,front_ema_m,front_kalman_m,front_used_m,side_left_m,side_right_m,side_left_raw,side_right_raw
0,0.0,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.325,0.375,-1.5707963267948966,0.9899494936611665,0.0,0.0,0.0,0.0,0.0,0.0,-3.125,3.125,63.661986392768526,69.72902373751984,63.764686564764126,68.31835944115898,61.33395877391072,66.76852741590989,71.48557095442982,69.98390175304829,0.19675367643235372,0.19704692934213233,0.19675367643235372,0.19675367643235372,0.19675367643235372,0.19675367643235372,0.1966840189254537,0.1967654993871756,71.48557095442982,69.72902373751984
1,0.032,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.32499775877064135,0.37493566902930187,-1.5011464140549315,0.9899024209806832,-0.0942,0.10048,-0.0942,0.10048,6.437000000000001e-05,0.0696499127399651,-3.125,3.125,67.79212422639874,68.71471178911493,71.72911516248047,70.27284207699638,65.12323371561816,70.23625733432512,69.9682797330093,67.0684301241127,0.19688891559482877,0.196855345800045,0.196855345800045,0.19677909377427655,0.19676928185807033,0.19676928185807033,0.19674197048498004,0.19667272170877168,70.23625733432512,71.72911516248047
2,0.064,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.32499775877064135,0.37493566902930187,-1.4292497299362579,0.9899024209806832,-0.19468,0.20096,-0.10047999999999999,0.10048,2.168404344971009e-19,0.07189668411867366,-3.125,3.125,69.65102445933502,66.59716278911816,62.72145560694713,66.81719804950698,67.91515692747836,69.74630043932844,65.80231044871363,65.04791981242943,0.19698264043838828,0.19676911751775547,0.19676911751775547,0.19677659971014627,0.19676922695645604,0.19676922695645604,0.19676469797766788,0.19691077614015323,69.74630043932844,66.59716278911816
3,0.096,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.32499775877064135,0.37493566902930187,-1.3573530458175842,0.9899024209806832,-0.29516,0.30144,-0.10047999999999999,0.10047999999999999,0.0,0.07189668411867364,-3.125,3.125,62.822918280007435,67.04181261225409,64.97159379863234,67.4289619275618,64.47864997406009,63.38677652571192,68.08024756492544,70.8050159716955,0.1967155876380317,0.19708585095869108,0.1967155876380317,0.19676134669211764,0.19675520096015478,0.19675520096015478,0.19684198070377545,0.19689015029386517,68.08024756492544,67.04181261225409
4,0.128,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.32499775877064135,0.37493566902930187,-1.2854563616989105,0.9899024209806832,-0.39564,0.40192,-0.10048000000000001,0.10048000000000001,0.0,0.07189668411867366,-2.963701631828391,3.286298368171609,72.76020843703861,68.85290062479334,63.73115423201242,66.48059923421282,66.5327113795977,64.20646442918029,74.82776379635463,64.9405119371097,0.19698762273729228,0.19662489267503971,0.19662489267503971,0.19672723318784816,0.1967265778756397,0.1967265778756397,0.19652898556608708,0.19680613986359602,74.82776379635463,68.85290062479334
5,0.16,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.3249775000443317,0.3748745700857078,-1.2158064489589455,0.9898448941227947,-0.48984,0.5024,-0.0942,0.10047999999999996,6.436999999999958e-05,0.0696499127399651,-2.45998977079334,3.75,66.83767316804558,60.77796243616181,57.39907490458216,68.63013710310624,58.89512668185592,69.27001688675018,71.09819316326478,59.88680879021298,0.1972220474438134,0.19689961965284947,0.19689961965284947,0.19677032980409848,0.1967081055165798,0.1967081055165798,0.19670198811010248,0.1971807097502757,71.09819316326478,60.77796243616181
6,0.192,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.3248062681180262,0.37445778359898624,-1.1461565362189803,0.9894291303243932,-0.5652,0.62172,-0.07536000000000004,0.11932000000000009,0.0004505900000000006,0.06964991273996515,-2.129286038415146,3.75,67.05578931199047,72.75844863056024,71.89432167303846,65.89048608150355,61.55329742905028,67.64144326000265,67.55304238632345,64.9923054327153,0.19698522020697853,0.19688950196062546,0.19688950196062546,0.19680012284323023,0.19636863045129654,0.19636863045129654,0.19686233539565418,0.19662497430668788,67.64144326000265,72.75844863056024
7,0.224,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.32457841826263834,0.37399597384919775,-1.0787533948577237,0.9889415224148712,-0.63428,0.74104,-0.06907999999999992,0.11931999999999998,0.0005149600000000007,0.06740314136125652,-2.1406067546263055,3.75,71.16212433205023,66.8273302930709,67.12673896939106,66.32599338023135,65.57367933306284,54.66788724248961,64.85075973104982,72.53495022642717,0.1966353416643015,0.19669902255295668,0.1966353416643015,0.19675892754849805,0.19598167124023214,0.19598167124023214,0.19699178604763198,0.19688621083882218,64.85075973104982,67.12673896939106
8,0.256,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.32428711465215854,0.373495208978803,-1.0091034821177587,0.988381518283746,-0.70336,0.86664,-0.06908000000000003,0.12559999999999993,0.000579329999999999,0.06964991273996508,-2.153142808129486,3.75,70.14256897284444,69.06712798467719,61.35353119302679,69.8331272980764,65.33383297651572,64.64161959475977,71.60147956838499,68.78820378143172,0.19680914093787305,0.1967463163806542,0.1967463163806542,0.1967557747565371,0.19561096512417686,0.19561096512417686,0.19667864230517745,0.19679620255930455,71.60147956838499,69.06712798467719
9,0.28800000000000003,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.323998306882702,0.37306885950489516,-0.9417003407565021,0.9878758857444335,-0.77244,0.98596,-0.06908000000000003,0.11931999999999998,0.0005149599999999996,0.06740314136125655,-1.7536237908515606,3.4300382769804663,63.284387955928416,63.42266960946911,74.12034531958615,68.4568694730388,66.61464121437402,70.78224464206129,68.14640803173114,63.746205481911275,0.1970430226949309,0.1970644448946225,0.1970430226949309,0.19682758674113554,0.1953863093126108,0.1953863093126108,0.196716643925295,0.1965618003880075,70.78224464206129,74.12034531958615
10,0.32,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.32368326663389957,0.3726615102159127,-0.8832842849100798,0.987365124921356,-0.82896,1.09272,-0.056520000000000015,0.10675999999999997,0.0005149599999999995,0.058416055846422336,-0.8641725417365673,2.5261690880746897,68.09786643640629,69.4194044118152,69.67955265263906,65.876334691924,73.48717565907434,65.62216648323336,66.45167333172259,66.56417159222529,0.19691230649352473,0.19684116342213936,0.19684116342213936,0.1968309809113865,0.1951562684074105,0.1951562684074105,0.19691752491869452,0.19676779418847623,66.45167333172259,69.67955265263906
11,0.352,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.32330713148785795,0.37222089065119474,-0.8450891714720344,0.9867876267197749,-0.85408,1.17436,-0.02511999999999992,0.08164000000000016,0.0005793300000000025,0.03819511343804541,-0.2876172070200465,1.9330525153974523,68.15500764082111,66.60973873555463,60.3387528670366,64.81628776062458,67.73475469462775,66.99590158750681,67.1129761903214,73.45421843247843,0.19659269982857158,0.19683851282916115,0.19659269982857158,0.19677141064068276,0.19486190158366884,0.19486190158366884,0.19688684924898414,0.19691019278326286,67.1129761903214,66.60973873555463
12,0.384,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.3229602091704767,0.37184032698069686,-0.8181279149275318,0.9862732354129153,-0.86664,1.23716,-0.012560000000000016,0.06279999999999997,0.0005149599999999995,0.026961256544502613,0.11976788070766292,1.5117128350647313,66.61884897556057,68.6791909262602,62.182255119418606,61.45962502793987,67.8788553899973,72.35805931929366,67.5776076592859,68.48916154555997,0.19682301252596282,0.19690977018912195,0.19682301252596282,0.19678431111200276,0.19469098203829793,0.19469098203829793,0.1966435470530601,0.19681419768652603,72.35805931929366,68.6791909262602
13,0.41600000000000004,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.3225608729222534,0.37142062016665284,-0.8024005152765719,0.9856940963733939,-0.86036,1.2874,0.006279999999999952,0.05024000000000006,0.0005793300000000001,0.0157273996509599,0.3525726086933658,1.2630255395412393,69.8089163927495,65.16600472560347,66.02356361090541,71.23676795223558,65.37089541997756,70.9666572520742,70.7336362441394,69.76329198996213,0.19676390979538752,0.1967617934290473,0.1967617934290473,0.1967786816912639,0.19447511129517064,0.19447511129517064,0.1967080896294204,0.19693738352390822,70.9666572520742,66.02356361090541
14,0.448,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.3222013244369907,0.37105196221089265,-0.7934134297617377,0.9851791821259359,-0.8478,1.32508,0.012560000000000016,0.037679999999999936,0.0005149599999999995,0.008987085514834178,0.48323771177890307,1.1188567177040285,67.51036077066911,67.67297929552656,69.29532875800695,62.06946648486711,66.30708791724884,68.28440776068838,71.3196517196158,65.36160816712817,0.19696808946490374,0.19686841588221995,0.19686841588221995,0.1968011152390029,0.1943551100638694,0.1943551100638694,0.19669171537433425,0.19678561707421355,71.3196517196158,69.29532875800695
15,0.48,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.3218384773556085,0.37068655039234755,-0.7844263442469035,0.9846642269931852,-0.83524,1.36276,0.012560000000000016,0.037679999999999936,0.0005149599999999995,0.008987085514834178,0.6149050498837079,0.973574848674192,72.05570758177198,73.65669671443409,67.12451686069434,63.063389288891486,63.23479131612567,62.727858419068184,67.62864513043988,63.58387453688988,0.197050552694822,0.1966575721580721,0.1966575721580721,0.1967652294687702,0.19421994599738973,0.19421994599738973,0.19686292905889075,0.1965833075254535,67.62864513043988,73.65669671443409
16,0.512,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.321473175544803,0.37032359255922886,-0.7799328014894863,0.9841492684663921,-0.8164,1.39416,0.018839999999999968,0.031400000000000095,0.0005149600000000006,0.004493542757417149,0.6773571518921951,0.8978919910485139,61.20973534693474,66.10801796624938,69.33403643362249,67.37587211248999,65.98725132236257,69.81161686957132,70.83771848343014,67.34719874909506,0.19687598443302537,0.1971606812216998,0.19687598443302537,0.196792918209834,0.19413006203165487,0.19413006203165487,0.19671407067581745,0.1967838215521513,70.83771848343014,69.33403643362249
17,0.544,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.32110705917343046,0.3699614563911746,-0.7799328014894863,0.9836343140112712,-0.79128,1.41928,0.02512000000000003,0.02512000000000003,0.0005149600000000006,0.0,0.6699153290751666,0.8922136033243377,62.09980496563806,67.02902438839966,63.97857443854257,62.7770968956903,67.2133859354629,69.30811227741329,67.90401761869366,67.00608341256661,0.19689180765420225,0.1971193938126291,0.19689180765420225,0.19681764057092604,0.19405250059213905,0.19405250059213905,0.19678502408869422,0.19689074349760843,69.30811227741329,67.02902438839966
18,0.5760000000000001,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.32074013008963886,0.3696001437162407,-0.7754392587320692,0.9831193662357435,-0.77244,1.45068,0.018839999999999968,0.03139999999999987,0.0005149599999999983,0.004493542757417069,0.7329776995361739,0.8160786821063996,67.68560293462238,68.84568910579472,67.93551449444392,68.93266534337046,60.30423657014282,66.03006092252974,66.10870635596162,64.65618201947163,0.19700081186921398,0.1968602869732475,0.1968602869732475,0.1968283021715064,0.19397967753443157,0.19397967753443157,0.19693343403133967,0.19680647438229956,66.10870635596162,68.84568910579472
19,0.608,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.3203723901456787,0.36923965635832623,-0.7754392587320692,0.9826044277517992,-0.74732,1.4758,0.02512000000000003,0.02512000000000003,0.0005149600000000006,0.0,0.7260758801435969,0.809852156964629,63.67526268489749,66.65255882211127,65.77056237111917,69.24433567175825,65.75628917288054,69.95946624903753,66.85984260952141,70.41759489663002,0.1967335588304786,0.1970463134985033,0.1967335588304786,0.19680461633624946,0.1938986406177738,0.1938986406177738,0.19675480991520578,0.19690820649995092,69.95946624903753,66.65255882211127
20,0.64,0.032,31.25,NAV_TO_GOAL,WAYPOINT_FOLLOW,,0.0,2.1952836469596964,0,1,27,-0.32000465020171853,0.36887916900041173,-0.7754392587320692,0.9820894892904186,-0.7222,1.50092,0.02512000000000003,0.02512000000000003,0.0005149600000000006,0.0,0.7192715547019229,0.8037341908003093,67.98643925551187,72.49250264138178,62.879301611515196,62.22424815227174,69.92697390725652,57.99336251098871,64.40344410122741,65.15718145869552,0.19697757214913278,0.19684633216344063,0.19684633216344063,0.19681504529304725,0.1938425014284496,0.1938425014284496,0.19701253555194503,0.1966373106684906,64.40344410122741,72.49250264138178
