# lab: 2
# control_source: kalman
# run_seconds: None
# Ts_s: 0.032
# fs_Hz: 31.25
# safe_distance_m: 0.12
# ema_alpha: 0.25
# kalman_P0: 0.05
# kalman_Q: 0.0001
# kalman_R: 0.005
# wheel_radius_m: 0.0205
# axle_length_m: 0.052
k,time_s,Ts_s,fs_Hz,state,turn_dir,turn_remaining,backup_remaining,enc_left_rad,enc_right_rad,d_left_rad,d_right_rad,delta_s_m,delta_theta_rad,cmd_left_vel,cmd_right_vel,ps0,ps1,ps2,ps3,ps4,ps5,ps6,ps7,front_left_m,front_right_m,front_raw_m,front_ema_m,front_kalman_m,front_used_m,side_left_m,side_right_m,side_left_raw,side_right_raw
12,0.384,0.032,31.25,FORWARD,,0,0,14.12372,-11.47984,0.11303999999999981,0.1067600000000013,0.0022529500000000114,-0.0024757692307686434,3.4375000000000004,3.4375000000000004,66.61884897556057,68.6791909262602,62.182255119418606,61.45962502793987,67.8788553899973,72.35805931929366,67.5776076592859,68.48916154555997,0.19682301252596282,0.19690977018912195,0.19682301252596282,0.19678431111200276,0.18628257971925302,0.18628257971925302,0.1966435470530601,0.19681419768652603,72.35805931929366,68.6791909262602
13,0.41600000000000004,0.032,31.25,FORWARD,,0,0,14.23048,-11.3668,0.10675999999999952,0.11303999999999981,0.002252949999999993,0.0024757692307693434,3.4375000000000004,3.4375000000000004,69.8089163927495,65.16600472560347,66.02356361090541,71.23676795223558,65.37089541997756,70.9666572520742,70.7336362441394,69.76329198996213,0.19676390979538752,0.1967617934290473,0.1967617934290473,0.1967786816912639,0.1857758092915946,0.1857758092915946,0.1967080896294204,0.19693738352390822,70.9666572520742,66.02356361090541
14,0.448,0.032,31.25,FORWARD,,0,0,14.34352,-11.26004,0.11303999999999981,0.10675999999999952,0.002252949999999993,-0.0024757692307693434,3.4375000000000004,3.4375000000000004,67.51036077066911,67.67297929552656,69.29532875800695,62.06946648486711,66.30708791724884,68.28440776068838,71.3196517196158,65.36160816712817,0.19696808946490374,0.19686841588221995,0.19686841588221995,0.1968011152390029,0.18533526130690806,0.18533526130690806,0.19669171537433425,0.19678561707421355,71.3196517196158,69.29532875800695
15,0.48,0.032,31.25,FORWARD,,0,0,14.45028,-11.147,0.10675999999999952,0.11303999999999981,0.002252949999999993,0.0024757692307693434,3.4375000000000004,3.4375000000000004,72.05570758177198,73.65669671443409,67.12451686069434,63.063389288891486,63.23479131612567,62.727858419068184,67.62864513043988,63.58387453688988,0.197050552694822,0.1966575721580721,0.1966575721580721,0.1967652294687702,0.18491229229497474,0.18491229229497474,0.19686292905889075,0.1965833075254535,67.62864513043988,73.65669671443409
16,0.512,0.032,31.25,FORWARD,,0,0,14.56332,-11.04024,0.11303999999999981,0.10675999999999952,0.002252949999999993,-0.0024757692307693434,3.4375000000000004,3.4375000000000004,61.20973534693474,66.10801796624938,69.33403643362249,67.37587211248999,65.98725132236257,69.81161686957132,70.83771848343014,67.34719874909506,0.19687598443302537,0.1971606812216998,0.19687598443302537,0.196792918209834,0.18456509973487012,0.18456509973487012,0.19671407067581745,0.1967838215521513,70.83771848343014,69.33403643362249
17,0.544,0.032,31.25,FORWARD,,0,0,14.67008,-10.9272,0.1067600000000013,0.11304000000000158,0.0022529500000000296,0.0024757692307693434,3.4375000000000004,3.4375000000000004,62.09980496563806,67.02902438839966,63.97857443854257,62.7770968956903,67.2133859354629,69.30811227741329,67.90401761869366,67.00608341256661,0.19689180765420225,0.1971193938126291,0.19689180765420225,0.19681764057092604,0.18425834878991676,0.18425834878991676,0.19678502408869422,0.19689074349760843,69.30811227741329,67.02902438839966
18,0.5760000000000001,0.032,31.25,FORWARD,,0,0,14.78312,-10.82044,0.11303999999999981,0.10675999999999952,0.002252949999999993,-0.0024757692307693434,3.4375000000000004,3.4375000000000004,67.68560293462238,68.84568910579472,67.93551449444392,68.93266534337046,60.30423657014282,66.03006092252974,66.10870635596162,64.65618201947163,0.19700081186921398,0.1968602869732475,0.1968602869732475,0.1968283021715064,0.18398204524021985,0.18398204524021985,0.19693343403133967,0.19680647438229956,66.10870635596162,68.84568910579472
19,0.608,0.032,31.25,FORWARD,,0,0,14.88988,-10.7074,0.10675999999999952,0.11303999999999981,0.002252949999999993,0.0024757692307693434,3.4375000000000004,3.4375000000000004,63.67526268489749,66.65255882211127,65.77056237111917,69.24433567175825,65.75628917288054,69.95946624903753,66.85984260952141,70.41759489663002,0.1967335588304786,0.1970463134985033,0.1967335588304786,0.19680461633624946,0.18372086618145664,0.18372086618145664,0.19675480991520578,0.19690820649995092,69.95946624903753,66.65255882211127
20,0.64,0.032,31.25,FORWARD,,0,0,15.00292,-10.60064,0.11303999999999981,0.10675999999999952,0.002252949999999993,-0.0024757692307693434,3.4375000000000004,3.4375000000000004,67.98643925551187,72.49250264138178,62.879301611515196,62.22424815227174,69.92697390725652,57.99336251098871,64.40344410122741,65.15718145869552,0.19697757214913278,0.19684633216344063,0.19684633216344063,0.19681504529304725,0.18350564281802617,0.18350564281802617,0.19701253555194503,0.1966373106684906,64.40344410122741,72.49250264138178
21,0.672,0.032,31.25,FORWARD,,0,0,15.109679999999999,-10.4876,0.10675999999999952,0.11303999999999981,0.002252949999999993,0.0024757692307693434,3.4375000000000004,3.4375000000000004,67.5216815757565,63.6217357561494,68.00210673660054,67.16666388645595,66.7193409479038,66.48074128735796,65.89950953293825,68.8061899604429,0.19680830661804588,0.19686789074721833,0.19680830661804588,0.19681336062429688,0.18331109372024965,0.18331109372024965,0.19691617655161184,0.19684560540040183,66.48074128735796,68.00210673660054
22,0.704,0.032,31.25,FORWARD,,0,0,15.22272,-10.38084,0.11304000000000158,0.1067600000000013,0.0022529500000000296,-0.0024757692307693434,3.4375000000000004,3.4375000000000004,63.59491020911424,70.76433702472498,62.48480808713583,67.76150680946114,65.90611952637524,70.07303290827403,66.8569798510185,71.37169846118785,0.19668930109677107,0.1970500407861983,0.19668930109677107,0.19678234574241543,0.18312441825428855,0.18312441825428855,0.1967495419305244,0.19671747460090389,70.07303290827403,70.76433702472498
23,0.736,0.032,31.25,FORWARD,,0,0,15.32948,-10.2678,0.10675999999999952,0.11303999999999981,0.002252949999999993,0.0024757692307693434,3.4375000000000004,3.4375000000000004,70.30293326684695,68.10968392290023,72.24533433367228,68.83517578254886,67.59186521978165,63.78834611737698,63.18959349112682,59.7798550276289,0.19722700867791762,0.19673887760725076,0.19673887760725076,0.19677147870862427,0.18296734987155858,0.18296734987155858,0.1970410679291256,0.19664877599526423,63.78834611737698,72.24533433367228
24,0.768,0.032,31.25,FORWARD,,0,0,15.44252,-10.16104,0.11303999999999981,0.10675999999999952,0.002252949999999993,-0.0024757692307693434,3.4375000000000004,3.4375000000000004,61.13992342024029,71.62685227003976,66.4682076704985,73.18001375996928,66.32879368162986,64.54200724186639,71.64057179342885,67.00692401750649,0.19689176866129732,0.19716391956790877,0.19689176866129732,0.19680155119679252,0.18284997665216868,0.18284997665216868,0.19667682894512903,0.19667746534880187,71.64057179342885,71.62685227003976
25,0.8,0.032,31.25,FORWARD,,0,0,15.54928,-10.048,0.10675999999999952,0.11303999999999981,0.002252949999999993,0.0024757692307693434,3.4375000000000004,3.4375000000000004,61.60455394270448,66.83039183891319,70.11542486395969,64.93063205367022,64.93473809872776,69.84891334879892,67.2797762737595,71.0005288591915,0.19670651843670744,0.19714236688254058,0.19670651843670744,0.19677779300677123,0.18272270772903473,0.18272270772903473,0.19675993810149617,0.19674757550679875,69.84891334879892,70.11542486395969
26,0.8320000000000001,0.032,31.25,FORWARD,,0,0,15.66232,-9.94124,0.11303999999999981,0.10675999999999952,0.002252949999999993,-0.0024757692307693434,3.4375000000000004,3.4375000000000004,71.00232970353942,66.97532554235619,69.04923747046836,66.13298915438094,65.1814748731116,68.78600714611939,64.51813511627343,64.19443077571722,0.19702223099429048,0.19670643490144715,0.19670643490144715,0.1967599534804402,0.1826115108658177,0.1826115108658177,0.19680924283257747,0.19679703244155544,68.78600714611939,69.04923747046836
27,0.864,0.032,31.25,FORWARD,,0,0,15.76908,-9.8282,0.1067600000000013,0.11303999999999981,0.0022529500000000114,0.0024757692307686434,3.4375000000000004,3.4375000000000004,66.0489140725588,69.5200391717406,64.08473507772814,67.37941858184395,66.58705531443566,64.00172385323336,68.43477205938383,61.02928552364988,0.19716905169690102,0.1969362075991733,0.1969362075991733,0.19680401701012348,0.18254474418643385,0.18254474418643385,0.196825535475761,0.1967751934954515,68.43477205938383,69.5200391717406
28,0.896,0.032,31.25,FORWARD,,0,0,15.88212,-9.72144,0.11303999999999981,0.1067600000000013,0.0022529500000000114,-0.0024757692307686434,3.4375000000000004,3.4375000000000004,68.19446888992493,62.73852068767644,64.70579087942907,64.82585171743116,66.5962860543612,69.33000903218414,72.36520865691129,77.66088018593223,0.19639756659293772,0.19683668235129745,0.19639756659293772,0.19670240440582704,0.1824153487195543,0.1824153487195543,0.1966432154187468,0.19699851067697963,72.36520865691129,64.70579087942907
29,0.928,0.032,31.25,FORWARD,,0,0,15.98888,-9.6084,0.10675999999999952,0.11303999999999981,0.002252949999999993,0.0024757692307693434,3.4375000000000004,3.4375000000000004,67.38995048102235,69.1459437570925,68.03143010633288,73.28201161373205,66.29680865927644,75.05963398062659,72.14225835230866,71.82952717308947,0.19666806392507644,0.1968740013204604,0.19666806392507644,0.1966938192856394,0.18233837021923474,0.18233837021923474,0.19651822986906275,0.19679254655423645,75.05963398062659,69.1459437570925
30,0.96,0.032,31.25,FORWARD,,0,0,16.10192,-9.50164,0.11303999999999981,0.10675999999999952,0.002252949999999993,-0.0024757692307693434,3.4375000000000004,3.4375000000000004,70.05887111468668,68.45938644181113,68.10623313004513,69.47435152469842,64.81653064506779,65.84942502023796,67.63386395514527,67.68694847738888,0.19686022455793364,0.19675019884966055,0.19675019884966055,0.19670791417664468,0.1822821326977699,0.1822821326977699,0.1968626869747369,0.19682439369532614,67.63386395514527,68.45938644181113
31,0.992,0.032,31.25,FORWARD,,0,0,16.20868,-9.3886,0.1067600000000013,0.11303999999999981,0.0022529500000000114,0.0024757692307686434,3.4375000000000004,3.4375000000000004,68.26566612316678,63.977090639753634,64.97994650145726,69.80364990706575,68.53292398688916,60.44383629667953,65.40960487042054,71.61977178193285,0.1966777937894123,0.19683337974526327,0.1966777937894123,0.1967003840798366,0.18222358687641385,0.18222358687641385,0.19696586305532718,0.19698579349724687,65.40960487042054,64.97994650145726
32,1.024,0.032,31.25,FORWARD,,0,0,16.32172,-9.28184,0.11303999999999803,0.10675999999999952,0.002252949999999975,-0.0024757692307686434,3.4375000000000004,3.4375000000000004,61.08304121625122,64.81566347712115,68.83450051222306,67.6713748985976,70.51400804883738,70.53305660734921,71.2331535049418,62.70426522033861,0.19709135488479876,0.1971665581467071,0.19709135488479876,0.19679812678107714,0.18222713076865243,0.18222713076865243,0.1966957277426907,0.19680699338444277,71.2331535049418,68.83450051222306
33,1.056,0.032,31.25,FORWARD,,0,0,16.42848,-9.1688,0.1067600000000013,0.11304000000000158,0.0022529500000000296,0.0024757692307693434,3.4375000000000004,3.4375000000000004,67.84275555263676,64.9620656935114,66.53523061676134,65.63433757572432,66.25912301548948,65.14656801546887,67.48781510112907,70.89638077656744,0.19671134952452446,0.19685299717895485,0.19671134952452446,0.196776432466939,0.18218002206738132,0.18218002206738132,0.19686946170185193,0.1969136489704139,67.48781510112907,66.53523061676134
34,1.088,0.032,31.25,FORWARD,,0,0,16.54152,-9.06204,0.11303999999999803,0.10675999999999952,0.002252949999999975,-0.0024757692307686434,3.4375000000000004,3.4375000000000004,66.70523222625043,69.57860819154764,68.45714000787711,69.18179880543511,72.07228297753755,63.88653603785097,70.21240850830432,68.10650436049521,0.19684076273718407,0.1969057631535675,0.19684076273718407,0.19679251503450026,0.1821561006443127,0.1821561006443127,0.1967430767537652,0.19677247667080225,70.21240850830432,69.57860819154764
35,1.12,0.032,31.25,FORWARD,,0,0,16.64828,-8.949,0.1067600000000013,0.11303999999999981,0.0022529500000000114,0.0024757692307686434,3.4375000000000004,3.4375000000000004,63.93030761970016,67.5460744203481,65.58889202253395,70.75142888342315,65.11530560947352,57.55679739069326,71.66891987614186,72.79515824438434,0.196623271468156,0.19703448280084399,0.196623271468156,0.19675020414291422,0.18210661152667745,0.18210661152667745,0.19667551397058913,0.19686675924319674,71.66891987614186,67.5460744203481
36,1.1520000000000001,0.032,31.25,FORWARD,,0,0,16.76132,-8.84224,0.11304000000000158,0.10675999999999952,0.0022529500000000114,-0.0024757692307700438,3.4375000000000004,3.4375000000000004,68.88363469423108,67.96822811360045,59.91759350751059,70.44373551592953,67.7424801385245,61.935876407789614,71.86714751410004,62.97697019426108,0.19707870499587168,0.19680471421096096,0.19680471421096096,0.1967638316599259,0.18208751187207778,0.18208751187207778,0.1966663188408987,0.19684717691855858,71.86714751410004,67.96822811360045
37,1.184,0.032,31.25,FORWARD,,0,0,16.86808,-8.7292,0.10675999999999775,0.11303999999999981,0.002252949999999975,0.0024757692307700438,3.4375000000000004,3.4375000000000004,64.86489478572544,64.37886847464853,73.33785553714537,66.57741822584765,71.62880599330025,62.83843825505532,69.73095253623872,68.41774510566636,0.19682632530027427,0.19699113036882623,0.19682632530027427,0.196779455070013,0.18207374401383183,0.18207374401383183,0.1967654099165319,0.1965980975214703,69.73095253623872,73.33785553714537
38,1.216,0.032,31.25,FORWARD,,0,0,16.98112,-8.62244,0.11304000000000158,0.1067600000000013,0.0022529500000000296,-0.0024757692307693434,3.4375000000000004,3.4375000000000004,69.4342126191179,64.21991962298705,62.05856642316769,65.25175123494662,67.80903489616884,75.58882724563257,68.68228232622985,67.71404436049659,0.19685896766882463,0.1967791747076093,0.1967791747076093,0.19677938497941205,0.18205555201459495,0.18205555201459495,0.19649368232991452,0.1970210486503009,75.58882724563257,64.21991962298705
39,1.248,0.032,31.25,FORWARD,,0,0,17.08788,-8.5094,0.10675999999999775,0.11303999999999981,0.002252949999999975,0.0024757692307700438,3.4375000000000004,3.4375000000000004,67.1313692535349,69.08951836223979,64.69805490636143,62.681070036660934,69.4682444737883,62.994764953048524,75.48248510626301,67.76805542177145,0.1968564622729159,0.19688599605513388,0.1968564622729159,0.196798654302788,0.18204992330140313,0.18204992330140313,0.19649861519282472,0.19679516394315782,75.48248510626301,69.08951836223979
40,1.28,0.032,31.25,FORWARD,,0,0,17.20092,-8.40264,0.11304000000000158,0.10675999999999952,0.0022529500000000114,-0.0024757692307700438,3.4375000000000004,3.4375000000000004,60.621618139376125,66.94680100554386,59.569401773136995,69.19499455455633,62.02708167082245,76.03938583535982,69.9486325112908,61.11794510113439,0.19716493907001575,0.19718796204919886,0.19716493907001575,0.19689022549459495,0.18208567222221672,0.18208567222221672,0.19647278239533245,0.19689455757054364,76.03938583535982,66.94680100554386
41,1.312,0.032,31.25,FORWARD,,0,0,17.30768,-8.2896,0.1067600000000013,0.11303999999999981,0.0022529500000000114,0.0024757692307686434,3.4375000000000004,3.4375000000000004,64.77210952035684,65.53997936878604,69.66056359446348,72.6940375791872,66.17111906584984,64.48290572699078,69.99155848327658,66.51169494972697,0.19691474071278123,0.196995434372835,0.19691474071278123,0.1968963542991415,0.18208372909573028,0.18208372909573028,0.1967533212617621,0.19676867502857714,69.99155848327658,69.66056359446348
42,1.344,0.032,31.25,FORWARD,,0,0,17.42072,-8.18284,0.11303999999999803,0.10675999999999952,0.002252949999999975,-0.0024757692307686434,3.4375000000000004,3.4375000000000004,70.29119634312704,68.80899272795173,69.93316219838199,67.34808437071285,67.28677266615678,69.73584003581107,67.05759606860664,68.57975809255444,0.19681881004941765,0.19673942204463035,0.19673942204463035,0.19685712123551372,0.18205893113260682,0.18205893113260682,0.19676518320146386,0.19675603007380554,69.73584003581107,69.93316219838199
43,1.3760000000000001,0.032,31.25,FORWARD,,0,0,17.52748,-8.0698,0.1067600000000013,0.11303999999999981,0.0022529500000000114,0.0024757692307686434,3.4375000000000004,3.4375000000000004,65.15052413343444,66.65324597400127,66.78943259857357,67.94418204503765,62.09191768294429,69.94049752351164,70.270211442569,70.8206671296129,0.19671486163217128,0.1969778809606073,0.19671486163217128,0.19682155633467813,0.182034158418083,0.182034158418083,0.19674039546531052,0.1969018573745779,70.270211442569,66.78943259857357
44,1.408,0.032,31.25,FORWARD,,0,0,17.64052,-7.96304,0.11303999999999803,0.10676000000000041,0.002252949999999984,-0.002475769230768293,3.4375000000000004,3.4375000000000004,68.34520883388896,68.66287926118123,58.75393259858488,63.2628671858288,65.32710422667913,56.08950405865785,70.21637712217183,67.05204824742592,0.19688967549633524,0.19682969001991238,0.19682969001991238,0.19682358975598668,0.18202777711579965,0.18202777711579965,0.1967428926627899,0.19681495433114637,70.21637712217183,68.66287926118123
45,1.44,0.032,31.25,FORWARD,,0,0,17.74728,-7.85,0.1067600000000013,0.1130400000000007,0.0022529500000000205,0.0024757692307689934,3.4375000000000004,3.4375000000000004,68.63351018003742,66.80157636609998,67.79922573429351,67.24734536447393,67.17563779130072,66.70782226324516,71.65718287312501,66.73442120859,0.1969044091724531,0.19681631666645336,0.19681631666645336,0.19682177148360336,0.1820204709663379,0.1820204709663379,0.19667605841164706,0.19685501638439556,71.65718287312501,67.79922573429351
46,1.472,0.032,31.25,FORWARD,,0,0,17.86032,-7.74324,0.11304000000000158,0.10675999999999952,0.0022529500000000114,-0.0024757692307700438,3.4375000000000004,3.4375000000000004,65.1365713039673,68.08960255206075,67.18921379490693,62.233255140879685,69.18939854752217,66.59063429282875,63.703116705044195,64.69402976096212,0.19699905623667413,0.19697852818658357,0.19697852818658357,0.1968609606593484,0.18203550038344798,0.18203550038344798,0.19691107897567445,0.1968415467566183,66.59063429282875,68.08960255206075
47,1.504,0.032,31.25,FORWARD,,0,0,17.96708,-7.6302,0.10675999999999775,0.11303999999999981,0.002252949999999975,0.0024757692307700438,3.4375000000000004,3.4375000000000004,62.48991501690449,67.82043577354152,69.41174347983892,69.81582691180765,67.18394327187733,63.899993298387315,70.81674679132945,66.94675070478714,0.1968945599038307,0.19710129788739947,0.1968945599038307,0.196869360470469,0.18203748240619785,0.18203748240619785,0.19671504348380064,0.19678021697725356,70.81674679132945,69.41174347983892
48,1.536,0.032,31.25,FORWARD,,0,0,18.08012,-7.52344,0.11304000000000158,0.10676000000000041,0.0022529500000000205,-0.0024757692307696938,3.4375000000000004,3.4375000000000004,65.9944812720689,60.02375650040428,64.68913699776087,70.95986332135574,69.3481485108044,68.81013803977399,72.8475265885901,70.22348529640429,0.19674256293791095,0.19693873255818042,0.19674256293791095,0.19683766108732947,0.1820191723969536,0.1820191723969536,0.19662084227250193,0.19699928319590468,72.8475265885901,64.68913699776087
49,1.568,0.032,31.25,FORWARD,,0,0,18.18688,-7.4104,0.10675999999999775,0.11303999999999981,0.002252949999999975,0.0024757692307700438,3.4375000000000004,3.4375000000000004,67.60971276276068,68.88603745226729,76.02879797028511,65.343085651339,64.83474407425334,64.03271721709376,67.93802567257471,66.00593063955688,0.19693820145959087,0.19686380726930552,0.19686380726930552,0.1968441976328235,0.18201925100071795,0.18201925100071795,0.196848577910696,0.1964732735316518,67.93802567257471,76.02879797028511
50,1.6,0.032,31.25,FORWARD,,0,0,18.29992,-7.30364,0.11304000000000158,0.10676000000000041,0.0022529500000000205,-0.0024757692307696938,3.4375000000000004,3.4375000000000004,71.37435306265381,70.46145313934758,64.84223933053164,68.31021747182376,72.37499725961365,69.04044910880235,73.19568649565149,65.07857736679142,0.19698121833503654,0.19668917795851948,0.19668917795851948,0.1968054427142475,0.18199630668856365,0.18199630668856365,0.19660469227681304,0.19673152439050878,73.19568649565149,70.46145313934758
51,1.6320000000000001,0.032,31.25,FORWARD,,0,0,18.40668,-7.1906,0.1067600000000013,0.11303999999999981,0.0022529500000000114,0.0024757692307686434,3.4375000000000004,3.4375000000000004,61.153708158092876,70.02914755758012,67.0784423420995,70.57090202204975,68.86741852420542,71.6409636971672,71.13809733749356,63.08182565680517,0.19707384109502127,0.197163280139151,0.19707384109502127,0.19687254230944093,0.1820270740462248,0.1820270740462248,0.19667681076600055,0.1967515776279443,71.6409636971672,70.02914755758012
52,1.6640000000000001,0.032,31.25,FORWARD,,0,0,18.51972,-7.08384,0.11303999999999803,0.10675999999999952,0.002252949999999975,-0.0024757692307686434,3.4375000000000004,3.4375000000000004,70.2062665483798,69.22178520299991,61.744751397352715,56.29603695576607,67.0221934635917,70.65647426571985,75.24642881235398,67.10887273323281,0.196887039594894,0.19674336165913278,0.19674336165913278,0.19684024714686388,0.18201023778070166,0.18201023778070166,0.19650956506973946,0.19678902851841554,75.24642881235398,69.22178520299991
53,1.696,0.032,31.25,FORWARD,,0,0,18.62648,-6.9708,0.1067600000000013,0.1130400000000007,0.0022529500000000205,0.0024757692307689934,3.4375000000000004,3.4375000000000004,69.1366384977363,67.9389440568884,67.88922161852614,63.56839898980187,65.9037950116283,68.11827349510001,64.42713139699228,71.51532887478574,0.19668263855317158,0.19679297819468508,0.19668263855317158,0.1968008449984408,0.18198761798724516,0.18198761798724516,0.19684021680564723,0.19684853530986116,68.11827349510001,67.9389440568884
